1.160001920652575791e-04,5.333257722668349743e-04,3.858848067466169596e-04,1.401463232468813658e-04,4.159593299846164882e-05,3.100461908616125584e-04,8.456474752165377140e-04,5.994691164232790470e-04,1.396213792759226635e-05,5.963351577520370483e-04,3.976392690674401820e-05,1.244155573658645153e-04,2.936423697974532843e-04,9.077770664589479566e-05,2.658386074472218752e-04,1.247638865606859326e-04,1.797048753360286355e-06,1.737253842293284833e-05,1.409178639732999727e-05,1.461093779653310776e-05,5.544294623405221500e-08,3.292692053946666420e-05,1.003859537718199135e-07,3.299312447779811919e-05,6.843046321591828018e-06,1.333473119302652776e-05,1.854749643825925887e-05,1.386855365126393735e-05,6.984801643739046995e-07,2.761582982202526182e-05,5.225580679280028562e-08,1.826243078539846465e-06,2.257822643514373340e-06,1.179521586891496554e-05,2.651966951816575602e-06,7.318716939153091516e-07,4.129714579903520644e-05,4.956161865266039968e-05,7.591183475597063079e-06,4.963226274412591010e-07,2.503121795598417521e-04,4.092464223504066467e-06,1.410112963640131056e-05,9.835433957050554454e-06,7.525964174419641495e-04,2.332786098122596741e-04,8.636956044938415289e-05,1.230348716489970684e-04,5.343466682461439632e-07,5.178123319637961686e-05,4.734530230052769184e-04,1.085114581655943766e-05,3.032456106666359119e-06,5.137715561431832612e-05,8.663328543434545281e-08,9.219918865710496902e-05,9.283928375225514174e-05,2.508877287255018018e-06,5.664922719006426632e-05,1.609438477316871285e-04,4.574766717269085348e-05,1.694130332907661796e-05,5.502962085301987827e-05,2.347051804463262670e-06,3.187902279933041427e-07,1.094688195735216141e-04,5.352531297830864787e-05,1.975815830519422889e-04,4.381311373435892165e-05,1.678354419709648937e-05,1.410804543411359191e-04,1.890502317110076547e-04,1.289357078348984942e-05,1.011908971122466028e-04,3.065711644012480974e-05,1.386173425999004394e-05,1.922125666169449687e-04,3.439496504142880440e-05,9.362085620523430407e-06,9.132301784120500088e-06,8.453423652099445462e-05,1.591414911672472954e-05,4.943041494698263705e-05,6.898837455082684755e-05,2.519215922802686691e-05,2.006984548643231392e-03,9.543394553475081921e-04
2.894709541578777134e-05,2.033161930739879608e-03,6.537159439176321030e-03,1.636249013245105743e-02,1.938192173838615417e-02,1.030407659709453583e-02,4.829881247133016586e-03,6.081027444452047348e-03,7.792861200869083405e-03,3.759327344596385956e-03,1.082318718545138836e-03,6.901721935719251633e-04,2.193427935708314180e-04,3.145145892631262541e-04,7.350002124439924955e-05,6.615803431486710906e-05,1.419979234924539924e-04,2.451012915116734803e-05,8.577555854571983218e-05,2.393658178334590048e-06,3.109644967480562627e-05,8.287921082228422165e-05,5.222186446189880371e-04,2.435303176753222942e-04,2.584032481536269188e-04,1.136926493927603588e-05,1.211664275615476072e-04,2.411404129816219211e-04,2.489790203981101513e-04,1.085481271729804575e-04,4.366645007394254208e-04,9.908396896207705140e-05,2.469901810400187969e-04,7.008334505371749401e-04,5.797641933895647526e-04,3.024793113581836224e-05,9.822391439229249954e-05,1.474867872275353875e-06,6.221305811777710915e-04,1.854145433753728867e-03,1.836617157096043229e-04,2.034885546891018748e-04,1.341614755801856518e-03,6.400556885637342930e-04,1.787074579624459147e-04,9.803008288145065308e-05,1.937588967848569155e-04,1.171278068795800209e-03,2.245943294838070869e-03,1.335354638285934925e-03,9.570726542733609676e-04,4.724029859062284231e-04,6.401447899406775832e-05,7.164894486777484417e-05,2.235162974102422595e-04,8.964948938228189945e-05,2.737944596447050571e-04,1.414108788594603539e-03,2.672857954166829586e-04,4.332215758040547371e-04,1.008186256512999535e-03,1.648553414270281792e-03,5.417183856479823589e-04,3.671350423246622086e-04,4.710929351858794689e-04,7.640488911420106888e-04,7.604011334478855133e-04,2.810357545968145132e-04,3.513630072120577097e-04,3.120221081189811230e-04,5.201072781346738338e-04,2.788718265946954489e-04,3.106309741269797087e-04,7.200987311080098152e-04,6.188910338096320629e-04,4.100310325156897306e-04,7.117952918633818626e-04,1.411945268046110868e-04,6.272989558055996895e-04,3.284701087977737188e-04,8.589480421505868435e-05,6.858200649730861187e-04,4.413853748701512814e-04,1.243754173628985882e-03,2.127034822478890419e-03,3.561289282515645027e-03,1.011459156870841980e-02
4.000350367277860641e-03,1.909281872212886810e-02,9.515038132667541504e-02,1.391581445932388306e-01,1.447784006595611572e-01,1.270425468683242798e-01,4.034861177206039429e-02,9.659153968095779419e-02,1.211102381348609924e-01,6.109750270843505859e-02,2.207816764712333679e-02,4.725177772343158722e-03,2.085212618112564087e-03,6.585800554603338242e-03,1.085445401258766651e-04,1.864016638137400150e-03,4.725763574242591858e-03,3.781020408496260643e-03,2.217184752225875854e-03,9.538936428725719452e-03,7.856914773583412170e-03,3.397648688405752182e-03,5.531713250093162060e-04,2.941122045740485191e-03,1.020405252347700298e-04,1.161760883405804634e-03,8.965502638602629304e-05,4.330095369368791580e-03,3.774975892156362534e-03,3.707743017002940178e-04,2.395413815975189209e-03,6.121615413576364517e-03,1.038823369890451431e-02,1.413423381745815277e-02,1.095245219767093658e-02,2.679606899619102478e-03,5.789885297417640686e-03,7.094913627952337265e-03,9.483614005148410797e-03,2.025506086647510529e-02,3.783935680985450745e-02,9.528940543532371521e-03,1.221758499741554260e-02,5.486143007874488831e-02,5.300313606858253479e-02,3.409902006387710571e-02,2.860042452812194824e-02,4.814860224723815918e-02,6.269246339797973633e-02,2.953572012484073639e-02,1.103867893107235432e-03,7.171744946390390396e-04,5.348822567611932755e-03,7.508922368288040161e-03,1.604368537664413452e-02,1.443059463053941727e-02,1.583423465490341187e-02,1.248239632695913315e-02,2.970272675156593323e-02,2.285775728523731232e-02,2.549600228667259216e-02,1.354210171848535538e-02,1.302790269255638123e-02,5.732150748372077942e-03,4.721932113170623779e-03,7.565171923488378525e-03,7.690992206335067749e-03,1.133643928915262222e-02,2.435838803648948669e-02,4.123496264219284058e-02,2.382159791886806488e-02,2.017026580870151520e-02,4.279625415802001953e-02,5.742044374346733093e-02,6.810303777456283569e-02,5.160478129982948303e-02,1.781476102769374847e-02,3.124895133078098297e-02,5.579604580998420715e-02,5.478782579302787781e-02,6.313885748386383057e-02,6.743469089269638062e-02,4.268012195825576782e-02,4.127446934580802917e-02,5.138379335403442383e-02,7.022892683744430542e-02,5.609842017292976379e-02
2.454528957605361938e-02,1.964413970708847046e-01,6.530181765556335449e-01,2.292575687170028687e-01,2.733052968978881836e-01,5.081403255462646484e-01,6.989251822233200073e-02,1.587834060192108154e-01,4.021098911762237549e-01,8.084207773208618164e-02,2.124896709574386477e-04,4.385201632976531982e-02,3.778932616114616394e-02,1.314745517447590828e-03,2.111725136637687683e-02,9.608129970729351044e-03,1.822297461330890656e-02,2.573644556105136871e-02,4.528301302343606949e-03,3.572722151875495911e-02,2.051511704921722412e-01,3.099304735660552979e-01,2.944747507572174072e-01,2.730126380920410156e-01,2.390583604574203491e-01,1.752126812934875488e-01,1.228406950831413269e-01,7.815001159906387329e-02,2.065476588904857635e-02,3.518151864409446716e-02,5.106826499104499817e-02,1.072482392191886902e-01,4.483086243271827698e-02,8.055078797042369843e-03,4.187185317277908325e-02,4.827197641134262085e-02,1.043290551751852036e-02,6.105162575840950012e-02,8.636478334665298462e-02,8.021083660423755646e-03,1.501017659902572632e-01,3.682436048984527588e-01,2.236916422843933105e-01,7.169213294982910156e-01,8.248308300971984863e-01,1.776519715785980225e-01,4.424384795129299164e-03,2.491067945957183838e-01,4.945085048675537109e-01,2.076439261436462402e-01,5.062824115157127380e-02,5.008931085467338562e-02,3.321845782920718193e-03,3.828183189034461975e-02,8.449725061655044556e-02,5.889232456684112549e-02,5.592258181422948837e-03,1.953458599746227264e-02,7.528590410947799683e-02,3.150867819786071777e-01,8.531095832586288452e-02,6.795439869165420532e-02,7.615747302770614624e-02,6.294831400737166405e-04,5.060470849275588989e-02,1.688272505998611450e-01,1.726910173892974854e-01,3.198095560073852539e-01,2.612435519695281982e-01,3.793362528085708618e-03,1.905953884124755859e-01,1.354952752590179443e-01,3.929418697953224182e-02,5.045323371887207031e-01,5.308150649070739746e-01,5.835371464490890503e-02,2.813662402331829071e-02,8.471767604351043701e-02,9.924908727407455444e-02,1.314167231321334839e-01,1.962108612060546875e-01,1.577933281660079956e-01,6.741005182266235352e-02,5.276268348097801208e-02,1.435383595526218414e-02,1.044104844331741333e-01,1.597794741392135620e-01
5.680684745311737061e-02,2.325407266616821289e-01,7.286691069602966309e-01,1.467799425125122070e+00,1.300277352333068848e+00,2.323086559772491455e-01,1.396530866622924805e-01,2.514810860157012939e-01,3.551085293292999268e-01,2.535713016986846924e-01,2.708464264869689941e-01,8.179253339767456055e-01,9.823879599571228027e-01,3.314071297645568848e-01,6.282243132591247559e-02,1.591207087039947510e-01,2.863290011882781982e-01,7.333875447511672974e-02,1.801553517580032349e-01,1.448066681623458862e-01,4.326998591423034668e-01,7.830986976623535156e-01,9.045633077621459961e-01,5.557017922401428223e-01,6.037983298301696777e-01,1.464475154876708984e+00,8.783351182937622070e-01,4.840360581874847412e-02,1.031485851854085922e-02,7.721764594316482544e-02,4.698022603988647461e-01,3.289317488670349121e-01,7.230799645185470581e-03,2.444090507924556732e-02,4.497002810239791870e-02,8.258432149887084961e-02,3.984184265136718750e-01,6.202889680862426758e-01,3.751225024461746216e-02,3.048313856124877930e-01,6.893616318702697754e-01,3.470729589462280273e-01,2.253664731979370117e+00,1.814986824989318848e+00,7.239066362380981445e-01,1.472313284873962402e+00,3.124101758003234863e-01,4.364685118198394775e-01,1.580380678176879883e+00,4.259752929210662842e-01,3.821477293968200684e-01,4.626995921134948730e-01,2.972867190837860107e-01,9.267859160900115967e-02,3.354303166270256042e-02,1.332011371850967407e-01,1.364887207746505737e-01,4.356425106525421143e-01,9.581417441368103027e-01,1.172017812728881836e+00,4.281317889690399170e-01,2.094787508249282837e-01,7.993990182876586914e-02,7.186952233314514160e-02,2.901793718338012695e-01,4.883400499820709229e-01,6.546199321746826172e-01,1.738968968391418457e+00,1.021035194396972656e+00,1.091948971152305603e-01,5.385343432426452637e-01,5.801200270652770996e-01,1.575013399124145508e-01,1.303904414176940918e+00,1.269338607788085938e+00,4.490523785352706909e-02,1.030062288045883179e-01,6.564757972955703735e-02,4.304958879947662354e-01,1.703263819217681885e-01,1.371649503707885742e-01,3.557633161544799805e-01,2.781389057636260986e-01,1.995191723108291626e-01,6.957279890775680542e-02,2.328277528285980225e-01,3.080244064331054688e-01
1.005345061421394348e-01,8.271488361060619354e-03,1.329408735036849976e-01,6.935989856719970703e-01,1.893511295318603516e+00,6.426981091499328613e-01,7.824304699897766113e-01,3.373926281929016113e-01,1.445562094449996948e-01,1.282598495483398438e+00,2.143275737762451172e+00,3.380130052566528320e+00,3.576318502426147461e+00,1.990228056907653809e+00,5.272163152694702148e-01,9.154884219169616699e-01,1.516824245452880859e+00,1.425287008285522461e+00,7.945320606231689453e-01,5.451706796884536743e-02,3.489691317081451416e-01,1.621821522712707520e-01,3.273504376411437988e-01,4.431077837944030762e-01,4.317816197872161865e-01,1.852558970451354980e+00,1.442841887474060059e+00,3.098217248916625977e-01,1.277934759855270386e-01,3.456384539604187012e-01,8.644404411315917969e-01,5.458120107650756836e-01,1.202924847602844238e-01,1.743176132440567017e-01,1.258309930562973022e-01,1.946510076522827148e-01,6.205576062202453613e-01,1.446437478065490723e+00,2.072836637496948242e+00,2.738867759704589844e+00,1.897065401077270508e+00,1.145790576934814453e+00,4.580104351043701172e+00,3.476824522018432617e+00,2.051463127136230469e+00,5.184166431427001953e+00,4.485543251037597656e+00,4.272964477539062500e+00,2.078959465026855469e+00,5.870895087718963623e-02,3.499311208724975586e-01,3.025213778018951416e-01,4.850850999355316162e-01,6.711111664772033691e-01,4.024538397789001465e-01,3.960756585001945496e-02,3.403614759445190430e-01,8.018844723701477051e-01,1.276858806610107422e+00,8.449997901916503906e-01,1.095503494143486023e-01,9.631880372762680054e-02,9.716979414224624634e-02,1.802327036857604980e-01,6.766638159751892090e-01,1.897140294313430786e-01,9.669499099254608154e-02,2.094648599624633789e+00,2.230246067047119141e+00,4.971241652965545654e-01,1.267923116683959961e+00,1.352891802787780762e+00,4.592304825782775879e-01,2.081188917160034180e+00,1.870843529701232910e+00,5.427830219268798828e-01,8.874945640563964844e-01,1.774564504623413086e+00,2.833452701568603516e+00,3.042006254196166992e+00,2.032805681228637695e+00,2.034685134887695312e+00,2.638269901275634766e+00,2.276291131973266602e+00,1.761978626251220703e+00,1.387308716773986816e+00,2.869661450386047363e-01
1.695801466703414917e-01,4.422778189182281494e-01,3.707886934280395508e-01,5.565131306648254395e-01,3.303002417087554932e-01,2.047232866287231445e+00,1.200690507888793945e+00,4.198117554187774658e-02,6.330199241638183594e-01,1.288857460021972656e+00,5.405994653701782227e-01,1.697407603263854980e+00,8.773187398910522461e-01,1.781720280647277832e+00,1.587890148162841797e+00,5.461869239807128906e-01,9.297059178352355957e-01,1.268867731094360352e+00,7.162907123565673828e-01,2.267875075340270996e-01,1.224850416183471680e-01,1.962169557809829712e-01,2.354713827371597290e-01,3.686231970787048340e-01,5.357269644737243652e-01,2.579557001590728760e-01,6.006174683570861816e-01,1.594443768262863159e-01,1.266802400350570679e-01,2.986109554767608643e-01,2.485517710447311401e-01,1.750592291355133057e-01,1.036225110292434692e-01,1.046810448169708252e-01,1.609292775392532349e-01,1.709424108266830444e-01,9.120530635118484497e-02,5.451690554618835449e-01,2.363036870956420898e+00,2.655041933059692383e+00,1.142328023910522461e+00,1.004367113113403320e+00,2.660074472427368164e+00,2.078512668609619141e+00,1.866454839706420898e+00,3.104147672653198242e+00,2.379623651504516602e+00,3.789921998977661133e+00,1.575887799263000488e+00,1.001908443868160248e-02,4.010103046894073486e-01,1.564241945743560791e-01,2.922162711620330811e-01,8.180159926414489746e-01,8.414577245712280273e-01,3.696569502353668213e-01,3.892787992954254150e-01,1.472707185894250870e-02,3.182010948657989502e-01,5.342488735914230347e-02,1.886550486087799072e-01,2.135841697454452515e-01,2.964504808187484741e-02,3.469882607460021973e-01,6.185383200645446777e-01,1.010479032993316650e-01,1.779752671718597412e-01,1.073848366737365723e+00,1.139982104301452637e+00,6.769260764122009277e-01,1.147169709205627441e+00,4.044022560119628906e-01,1.034038901329040527e+00,1.111062765121459961e+00,4.424751698970794678e-01,7.174144387245178223e-01,1.176651358604431152e+00,1.041349530220031738e+00,2.330313682556152344e+00,2.758033275604248047e+00,1.579399228096008301e+00,7.870066761970520020e-01,1.780691266059875488e+00,1.588791966438293457e+00,1.745627760887145996e+00,1.196890234947204590e+00,2.212787717580795288e-01
1.739958673715591431e-01,3.516113162040710449e-01,4.967128932476043701e-01,9.531834721565246582e-01,1.248004078865051270e+00,1.075632214546203613e+00,4.360660016536712646e-01,8.361774682998657227e-01,4.879814088344573975e-01,2.502122521400451660e-01,4.937564134597778320e-01,5.811070203781127930e-01,2.649211883544921875e-02,3.672336935997009277e-01,1.248315930366516113e+00,8.996648341417312622e-02,1.992971152067184448e-01,4.191093444824218750e-01,3.265971243381500244e-01,1.953589916229248047e-01,3.607951104640960693e-02,2.184081226587295532e-01,5.496484413743019104e-02,1.658436655998229980e-01,3.057807870209217072e-02,1.670747101306915283e-01,1.735147088766098022e-01,3.665390610694885254e-02,1.236862689256668091e-01,5.484515428543090820e-02,2.399752847850322723e-02,1.174696013331413269e-01,1.295636594295501709e-01,1.314931064844131470e-01,2.130943536758422852e-01,1.704626679420471191e-01,2.724024951457977295e-01,1.560186445713043213e-01,5.721860527992248535e-01,9.445197135210037231e-02,5.363948345184326172e-01,2.601828575134277344e-01,4.463366568088531494e-01,5.556725263595581055e-01,1.954376995563507080e-01,4.994901418685913086e-01,4.332030415534973145e-01,1.499768853187561035e+00,1.353760808706283569e-01,9.135475754737854004e-01,8.333297967910766602e-01,8.145483210682868958e-03,4.006411135196685791e-01,1.372787635773420334e-02,9.141389131546020508e-01,1.266892701387405396e-01,6.916207075119018555e-01,6.021444797515869141e-01,2.824733592569828033e-02,2.582293152809143066e-01,4.054591059684753418e-01,2.959842085838317871e-01,8.315391093492507935e-02,1.660591810941696167e-01,2.444555163383483887e-01,1.661119312047958374e-01,3.806613385677337646e-01,4.998810961842536926e-02,7.981560230255126953e-01,4.801959097385406494e-01,1.892692595720291138e-01,6.571769714355468750e-02,3.482792079448699951e-01,1.215645298361778259e-02,8.701185882091522217e-02,2.961395122110843658e-02,6.019478440284729004e-01,4.678471386432647705e-01,6.132460236549377441e-01,5.444731116294860840e-01,7.871444821357727051e-01,1.129629611968994141e-01,3.485324382781982422e-01,2.664319872856140137e-01,6.374635696411132812e-01,5.494931340217590332e-02,4.385493099689483643e-01
1.167450919747352600e-01,3.452981822192668915e-03,8.963738568127155304e-03,7.657837867736816406e-01,2.153534412384033203e+00,1.157247781753540039e+00,7.738755345344543457e-01,1.603336572647094727e+00,4.820201992988586426e-01,9.054239839315414429e-02,4.835204780101776123e-01,1.592303037643432617e+00,5.333538651466369629e-01,4.189794063568115234e-01,2.305333852767944336e+00,2.673861980438232422e+00,2.008762598037719727e+00,1.034454107284545898e+00,9.151394367218017578e-01,1.125076293945312500e+00,8.770238757133483887e-01,9.181718826293945312e-01,3.307977318763732910e-01,1.253220736980438232e-01,7.288357019424438477e-01,1.398445010185241699e+00,4.746360182762145996e-01,8.151207864284515381e-02,9.633687883615493774e-02,1.548576653003692627e-01,3.761064261198043823e-02,3.748014271259307861e-01,7.025783061981201172e-01,6.846703886985778809e-01,2.307078540325164795e-01,2.133626788854598999e-01,3.127935528755187988e-01,9.000435471534729004e-02,3.568489551544189453e-01,1.042434215545654297e+00,1.554325222969055176e+00,6.972356438636779785e-01,1.033953666687011719e+00,2.217720985412597656e+00,1.032548666000366211e+00,5.438181757926940918e-01,8.430972099304199219e-01,1.170864343643188477e+00,1.082601904869079590e+00,1.994007825851440430e+00,8.283421993255615234e-01,4.451420307159423828e-01,1.527985811233520508e+00,1.141205310821533203e+00,9.354582428932189941e-02,1.312281608581542969e+00,1.305307745933532715e+00,8.308634161949157715e-01,1.052472591400146484e+00,9.555066227912902832e-01,4.346773773431777954e-02,1.809250414371490479e-01,2.621284499764442444e-02,1.911667361855506897e-02,1.224329974502325058e-02,3.582768258638679981e-04,4.823293685913085938e-01,1.820550084114074707e+00,2.304731845855712891e+00,4.998479187488555908e-01,2.003346383571624756e-01,3.283929526805877686e-01,8.964526653289794922e-01,4.611570239067077637e-01,2.320609092712402344e-01,1.157690212130546570e-01,6.788603067398071289e-01,1.533498406410217285e+00,1.165520668029785156e+00,8.284620642662048340e-01,1.019793033599853516e+00,1.198871016502380371e+00,1.249253273010253906e+00,8.708843588829040527e-01,1.429209470748901367e+00,1.817523837089538574e+00,8.751935362815856934e-01
1.443854272365570068e-01,2.136235386133193970e-01,2.524230480194091797e-01,4.618765711784362793e-01,3.997244834899902344e-01,3.912455737590789795e-01,2.841767966747283936e-01,6.289918422698974609e-01,6.925112009048461914e-01,2.101283222436904907e-01,5.667499899864196777e-01,1.928117871284484863e+00,1.368080735206604004e+00,3.339829444885253906e-01,2.464145183563232422e+00,3.347382307052612305e+00,1.111668348312377930e+00,1.815696507692337036e-01,2.215450704097747803e-01,4.380071163177490234e-01,6.814770102500915527e-01,9.140940308570861816e-01,5.304265022277832031e-01,5.298018455505371094e-01,1.956821918487548828e+00,1.893643140792846680e+00,6.511179208755493164e-01,8.081571012735366821e-02,4.812440276145935059e-02,1.880894303321838379e-01,2.767051160335540771e-01,2.740012407302856445e-01,3.146089017391204834e-01,3.275966346263885498e-01,9.968584775924682617e-02,9.821602702140808105e-02,2.127799391746520996e-01,8.079697377979755402e-03,2.767753601074218750e-01,8.255685567855834961e-01,7.895743250846862793e-01,5.383582711219787598e-01,2.522506415843963623e-01,2.660581827163696289e+00,1.127434134483337402e+00,2.506459355354309082e-01,6.770233064889907837e-02,5.506970882415771484e-01,7.947523593902587891e-01,1.022878050804138184e+00,8.576633334159851074e-01,4.832389354705810547e-01,2.149501323699951172e+00,2.503029584884643555e+00,8.621134757995605469e-01,1.264291763305664062e+00,5.714077353477478027e-01,4.904917627573013306e-02,1.291723012924194336e+00,1.123753786087036133e+00,4.281120300292968750e-01,1.621952056884765625e-01,3.337247995659708977e-03,1.954876445233821869e-02,3.843597322702407837e-02,6.659562885761260986e-02,5.650668740272521973e-01,2.136162281036376953e+00,2.237956285476684570e+00,4.247004091739654541e-01,3.022247552871704102e-01,9.245758652687072754e-01,1.052805900573730469e+00,5.616804361343383789e-01,7.436921447515487671e-02,7.831781357526779175e-02,4.007340669631958008e-01,3.010022640228271484e-01,2.694659233093261719e-01,7.015790790319442749e-02,1.097190082073211670e-01,9.975498318672180176e-01,1.073160171508789062e+00,5.803517624735832214e-02,1.339733481407165527e+00,2.221390485763549805e+00,9.310601949691772461e-01
